Streaming output truncated to the last 5000 lines.
raw_id: 17624, bleu_score: 0.832038
raw_id: 17735, bleu_score: 0.096524
raw_id: 17736, bleu_score: 1.000000
raw_id: 17737, bleu_score: 0.611538
raw_id: 17738, bleu_score: 1.000000
raw_id: 17739, bleu_score: 1.000000
raw_id: 17740, bleu_score: 0.332906
raw_id: 17741, bleu_score: 0.891237
raw_id: 17742, bleu_score: 1.000000
raw_id: 17743, bleu_score: 0.600530
raw_id: 17744, bleu_score: 0.524736
raw_id: 17745, bleu_score: 1.000000
raw_id: 17746, bleu_score: 1.000000
raw_id: 17747, bleu_score: 0.594604
raw_id: 17748, bleu_score: 0.141828
raw_id: 17749, bleu_score: 0.880112
raw_id: 17750, bleu_score: 1.000000
raw_id: 17751, bleu_score: 1.000000
raw_id: 17752, bleu_score: 1.000000
raw_id: 17753, bleu_score: 1.000000
raw_id: 17754, bleu_score: 1.000000
raw_id: 17755, bleu_score: 0.000000
raw_id: 17756, bleu_score: 0.011967
raw_id: 17757, bleu_score: 1.000000
raw_id: 17758, bleu_score: 1.000000
raw_id: 17759, bleu_score: 1.000000
raw_id: 17760, bleu_score: 0.330947
raw_id: 17761, bleu_score: 1.000000
raw_id: 17762, bleu_score: 1.000000
raw_id: 17763, bleu_score: 1.000000
raw_id: 17764, bleu_score: 1.000000
raw_id: 17765, bleu_score: 1.000000
raw_id: 17766, bleu_score: 1.000000
raw_id: 17767, bleu_score: 1.000000
raw_id: 17768, bleu_score: 1.000000
raw_id: 17769, bleu_score: 1.000000
raw_id: 17770, bleu_score: 0.777246
raw_id: 17771, bleu_score: 1.000000
raw_id: 17772, bleu_score: 1.000000
raw_id: 17773, bleu_score: 1.000000
raw_id: 17774, bleu_score: 1.000000
raw_id: 17775, bleu_score: 1.000000
raw_id: 17776, bleu_score: 1.000000
raw_id: 17777, bleu_score: 1.000000
raw_id: 17778, bleu_score: 1.000000
raw_id: 17779, bleu_score: 0.330947
raw_id: 17780, bleu_score: 0.537285
raw_id: 17781, bleu_score: 1.000000
raw_id: 17782, bleu_score: 0.759836
raw_id: 17783, bleu_score: 0.668740
raw_id: 17784, bleu_score: 0.214441
raw_id: 17785, bleu_score: 0.668740
raw_id: 17786, bleu_score: 0.214441
raw_id: 17787, bleu_score: 1.000000
raw_id: 17788, bleu_score: 1.000000
raw_id: 17789, bleu_score: 0.771324
raw_id: 17790, bleu_score: 0.401392
raw_id: 17791, bleu_score: 1.000000
raw_id: 17792, bleu_score: 0.351619
raw_id: 17793, bleu_score: 0.341077
raw_id: 17794, bleu_score: 1.000000
raw_id: 17795, bleu_score: 0.256943
raw_id: 17796, bleu_score: 1.000000
raw_id: 17797, bleu_score: 0.465076
raw_id: 17798, bleu_score: 0.935133
raw_id: 17799, bleu_score: 0.935133
raw_id: 17800, bleu_score: 0.935133
raw_id: 17801, bleu_score: 0.930605
raw_id: 17802, bleu_score: 0.939104
raw_id: 17803, bleu_score: 1.000000
raw_id: 17804, bleu_score: 0.930605
raw_id: 17805, bleu_score: 1.000000
raw_id: 17806, bleu_score: 1.000000
raw_id: 17807, bleu_score: 0.066979
raw_id: 17808, bleu_score: 1.000000
raw_id: 17809, bleu_score: 1.000000
raw_id: 17810, bleu_score: 1.000000
raw_id: 17811, bleu_score: 1.000000
raw_id: 17812, bleu_score: 1.000000
raw_id: 17813, bleu_score: 1.000000
raw_id: 17814, bleu_score: 1.000000
raw_id: 17815, bleu_score: 0.071605
raw_id: 17816, bleu_score: 1.000000
raw_id: 17817, bleu_score: 0.634047
raw_id: 17818, bleu_score: 0.739807
raw_id: 17819, bleu_score: 1.000000
raw_id: 17820, bleu_score: 1.000000
raw_id: 17821, bleu_score: 1.000000
raw_id: 17822, bleu_score: 1.000000
raw_id: 17823, bleu_score: 1.000000
raw_id: 17824, bleu_score: 1.000000
raw_id: 17825, bleu_score: 1.000000
raw_id: 17826, bleu_score: 1.000000
raw_id: 17827, bleu_score: 0.596949
raw_id: 17828, bleu_score: 1.000000
raw_id: 17829, bleu_score: 0.940566
raw_id: 17830, bleu_score: 1.000000
raw_id: 17831, bleu_score: 1.000000
raw_id: 17832, bleu_score: 1.000000
raw_id: 17833, bleu_score: 1.000000
raw_id: 17834, bleu_score: 0.589983
raw_id: 17835, bleu_score: 1.000000
raw_id: 17836, bleu_score: 1.000000
raw_id: 17837, bleu_score: 0.084492
raw_id: 17838, bleu_score: 1.000000
raw_id: 17839, bleu_score: 1.000000
raw_id: 17840, bleu_score: 0.225894
raw_id: 17841, bleu_score: 0.655399
raw_id: 17842, bleu_score: 0.721712
raw_id: 17843, bleu_score: 0.772551
raw_id: 17844, bleu_score: 1.000000
raw_id: 17845, bleu_score: 0.635841
raw_id: 17846, bleu_score: 1.000000
raw_id: 17847, bleu_score: 1.000000
raw_id: 17848, bleu_score: 1.000000
raw_id: 17849, bleu_score: 1.000000
raw_id: 17850, bleu_score: 1.000000
raw_id: 17851, bleu_score: 1.000000
raw_id: 17852, bleu_score: 0.000000
raw_id: 17853, bleu_score: 0.037374
raw_id: 17854, bleu_score: 0.830539
raw_id: 17855, bleu_score: 0.162617
raw_id: 17856, bleu_score: 0.830539
raw_id: 17857, bleu_score: 1.000000
raw_id: 17858, bleu_score: 0.194281
raw_id: 17859, bleu_score: 0.071268
raw_id: 17860, bleu_score: 0.586395
raw_id: 17861, bleu_score: 1.000000
raw_id: 17862, bleu_score: 1.000000
raw_id: 17863, bleu_score: 0.809107
raw_id: 17864, bleu_score: 0.349833
raw_id: 17865, bleu_score: 1.000000
raw_id: 17866, bleu_score: 1.000000
raw_id: 17867, bleu_score: 0.315598
raw_id: 17868, bleu_score: 0.484427
raw_id: 17869, bleu_score: 0.355567
raw_id: 17870, bleu_score: 0.081653
raw_id: 17871, bleu_score: 1.000000
raw_id: 17872, bleu_score: 0.285635
raw_id: 17873, bleu_score: 1.000000
raw_id: 17874, bleu_score: 0.707107
raw_id: 17875, bleu_score: 0.807056
raw_id: 17876, bleu_score: 0.716531
raw_id: 17877, bleu_score: 1.000000
raw_id: 17878, bleu_score: 1.000000
raw_id: 17879, bleu_score: 0.302138
raw_id: 17880, bleu_score: 1.000000
raw_id: 17881, bleu_score: 1.000000
raw_id: 17882, bleu_score: 1.000000
raw_id: 17883, bleu_score: 1.000000
raw_id: 17884, bleu_score: 1.000000
raw_id: 17885, bleu_score: 1.000000
raw_id: 17886, bleu_score: 0.089457
raw_id: 17887, bleu_score: 1.000000
raw_id: 17888, bleu_score: 1.000000
raw_id: 17889, bleu_score: 1.000000
raw_id: 17890, bleu_score: 1.000000
raw_id: 17891, bleu_score: 1.000000
raw_id: 17892, bleu_score: 1.000000
raw_id: 17893, bleu_score: 1.000000
raw_id: 17894, bleu_score: 1.000000
raw_id: 17895, bleu_score: 1.000000
raw_id: 17896, bleu_score: 1.000000
raw_id: 17897, bleu_score: 1.000000
raw_id: 17898, bleu_score: 1.000000
raw_id: 17899, bleu_score: 1.000000
raw_id: 17900, bleu_score: 1.000000
raw_id: 17901, bleu_score: 1.000000
raw_id: 17902, bleu_score: 0.302138
raw_id: 17903, bleu_score: 1.000000
raw_id: 17904, bleu_score: 1.000000
raw_id: 17905, bleu_score: 1.000000
raw_id: 17906, bleu_score: 1.000000
raw_id: 17907, bleu_score: 1.000000
raw_id: 17908, bleu_score: 1.000000
raw_id: 17909, bleu_score: 1.000000
raw_id: 17910, bleu_score: 1.000000
raw_id: 17911, bleu_score: 0.631692
raw_id: 17912, bleu_score: 1.000000
raw_id: 17913, bleu_score: 0.631692
raw_id: 17914, bleu_score: 1.000000
raw_id: 17915, bleu_score: 1.000000
raw_id: 17916, bleu_score: 0.525529
raw_id: 17917, bleu_score: 1.000000
raw_id: 17918, bleu_score: 1.000000
raw_id: 17919, bleu_score: 1.000000
raw_id: 17920, bleu_score: 1.000000
raw_id: 17921, bleu_score: 1.000000
raw_id: 17922, bleu_score: 1.000000
raw_id: 17923, bleu_score: 0.707107
raw_id: 17924, bleu_score: 1.000000
raw_id: 17925, bleu_score: 1.000000
raw_id: 17926, bleu_score: 1.000000
raw_id: 17927, bleu_score: 1.000000
raw_id: 17928, bleu_score: 1.000000
raw_id: 17929, bleu_score: 1.000000
raw_id: 17930, bleu_score: 1.000000
raw_id: 17931, bleu_score: 0.138920
raw_id: 17932, bleu_score: 1.000000
raw_id: 17933, bleu_score: 1.000000
raw_id: 17934, bleu_score: 1.000000
raw_id: 17935, bleu_score: 1.000000
raw_id: 17936, bleu_score: 1.000000
raw_id: 17937, bleu_score: 0.461542
raw_id: 17938, bleu_score: 1.000000
raw_id: 17939, bleu_score: 1.000000
raw_id: 17940, bleu_score: 1.000000
raw_id: 17941, bleu_score: 1.000000
raw_id: 17942, bleu_score: 0.508133
raw_id: 17943, bleu_score: 0.680375
raw_id: 17944, bleu_score: 0.637495
raw_id: 17945, bleu_score: 0.668740
raw_id: 17946, bleu_score: 1.000000
raw_id: 17947, bleu_score: 0.578357
raw_id: 17948, bleu_score: 1.000000
raw_id: 17949, bleu_score: 1.000000
raw_id: 17950, bleu_score: 0.367012
raw_id: 17951, bleu_score: 0.842363
raw_id: 17952, bleu_score: 0.559687
raw_id: 17953, bleu_score: 0.668740
raw_id: 17954, bleu_score: 1.000000
raw_id: 17955, bleu_score: 1.000000
raw_id: 17956, bleu_score: 1.000000
raw_id: 17957, bleu_score: 1.000000
raw_id: 17958, bleu_score: 1.000000
raw_id: 17959, bleu_score: 1.000000
raw_id: 17960, bleu_score: 1.000000
raw_id: 17961, bleu_score: 1.000000
raw_id: 17962, bleu_score: 1.000000
raw_id: 17963, bleu_score: 1.000000
raw_id: 17964, bleu_score: 1.000000
raw_id: 17965, bleu_score: 1.000000
raw_id: 17966, bleu_score: 1.000000
raw_id: 17967, bleu_score: 1.000000
raw_id: 17968, bleu_score: 0.672885
raw_id: 17969, bleu_score: 1.000000
raw_id: 17970, bleu_score: 0.675600
raw_id: 17971, bleu_score: 1.000000
raw_id: 17972, bleu_score: 1.000000
raw_id: 17973, bleu_score: 1.000000
raw_id: 17974, bleu_score: 1.000000
raw_id: 17975, bleu_score: 1.000000
raw_id: 17976, bleu_score: 1.000000
raw_id: 17977, bleu_score: 1.000000
raw_id: 17978, bleu_score: 0.302138
raw_id: 17979, bleu_score: 0.433199
raw_id: 17980, bleu_score: 0.782542
raw_id: 17981, bleu_score: 1.000000
raw_id: 17982, bleu_score: 1.000000
raw_id: 17983, bleu_score: 1.000000
raw_id: 17984, bleu_score: 0.534826
raw_id: 17985, bleu_score: 1.000000
raw_id: 17986, bleu_score: 1.000000
raw_id: 17987, bleu_score: 1.000000
raw_id: 17988, bleu_score: 1.000000
raw_id: 17989, bleu_score: 0.484577
raw_id: 17990, bleu_score: 1.000000
raw_id: 17991, bleu_score: 1.000000
raw_id: 17992, bleu_score: 1.000000
raw_id: 17993, bleu_score: 1.000000
raw_id: 17994, bleu_score: 1.000000
raw_id: 17995, bleu_score: 1.000000
raw_id: 17996, bleu_score: 1.000000
raw_id: 17997, bleu_score: 1.000000
raw_id: 17998, bleu_score: 1.000000
raw_id: 17999, bleu_score: 0.488923
raw_id: 18000, bleu_score: 1.000000
raw_id: 18001, bleu_score: 0.205537
raw_id: 18002, bleu_score: 0.341918
raw_id: 18003, bleu_score: 1.000000
raw_id: 18004, bleu_score: 1.000000
raw_id: 18005, bleu_score: 1.000000
raw_id: 18006, bleu_score: 1.000000
raw_id: 18007, bleu_score: 0.807056
raw_id: 18008, bleu_score: 1.000000
raw_id: 18009, bleu_score: 1.000000
raw_id: 18010, bleu_score: 1.000000
raw_id: 18011, bleu_score: 1.000000
raw_id: 18012, bleu_score: 0.696227
raw_id: 18013, bleu_score: 1.000000
raw_id: 18014, bleu_score: 1.000000
raw_id: 18015, bleu_score: 1.000000
raw_id: 18016, bleu_score: 0.791262
raw_id: 18017, bleu_score: 1.000000
raw_id: 18018, bleu_score: 0.301591
raw_id: 18019, bleu_score: 1.000000
raw_id: 18020, bleu_score: 0.807056
raw_id: 18021, bleu_score: 0.711967
raw_id: 18022, bleu_score: 1.000000
raw_id: 18023, bleu_score: 1.000000
raw_id: 18024, bleu_score: 1.000000
raw_id: 18025, bleu_score: 0.631915
raw_id: 18026, bleu_score: 1.000000
raw_id: 18027, bleu_score: 1.000000
raw_id: 18028, bleu_score: 0.807056
raw_id: 18029, bleu_score: 1.000000
raw_id: 18030, bleu_score: 1.000000
raw_id: 18031, bleu_score: 1.000000
raw_id: 18032, bleu_score: 1.000000
raw_id: 18033, bleu_score: 1.000000
raw_id: 18034, bleu_score: 1.000000
raw_id: 18035, bleu_score: 1.000000
raw_id: 18036, bleu_score: 0.037245
raw_id: 18037, bleu_score: 0.213644
raw_id: 18038, bleu_score: 1.000000
raw_id: 18039, bleu_score: 1.000000
raw_id: 18040, bleu_score: 1.000000
raw_id: 18041, bleu_score: 1.000000
raw_id: 18042, bleu_score: 1.000000
raw_id: 18043, bleu_score: 1.000000
raw_id: 18044, bleu_score: 1.000000
raw_id: 18045, bleu_score: 1.000000
raw_id: 18046, bleu_score: 1.000000
raw_id: 18047, bleu_score: 0.761161
raw_id: 18048, bleu_score: 0.643459
raw_id: 18049, bleu_score: 1.000000
raw_id: 18050, bleu_score: 1.000000
raw_id: 18051, bleu_score: 1.000000
raw_id: 18052, bleu_score: 0.846482
raw_id: 18053, bleu_score: 1.000000
raw_id: 18054, bleu_score: 0.537285
raw_id: 18055, bleu_score: 0.846482
raw_id: 18056, bleu_score: 1.000000
raw_id: 18057, bleu_score: 0.904837
raw_id: 18058, bleu_score: 1.000000
raw_id: 18059, bleu_score: 0.321594
raw_id: 18060, bleu_score: 1.000000
raw_id: 18061, bleu_score: 0.904837
raw_id: 18062, bleu_score: 1.000000
raw_id: 18063, bleu_score: 0.882497
raw_id: 18064, bleu_score: 1.000000
raw_id: 18065, bleu_score: 0.760432
raw_id: 18066, bleu_score: 0.716531
raw_id: 18067, bleu_score: 1.000000
raw_id: 18068, bleu_score: 0.880112
raw_id: 18069, bleu_score: 1.000000
raw_id: 18070, bleu_score: 1.000000
raw_id: 18071, bleu_score: 1.000000
raw_id: 18072, bleu_score: 0.401768
raw_id: 18073, bleu_score: 1.000000
raw_id: 18074, bleu_score: 1.000000
raw_id: 18075, bleu_score: 1.000000
raw_id: 18076, bleu_score: 0.503175
raw_id: 18077, bleu_score: 1.000000
raw_id: 18078, bleu_score: 1.000000
raw_id: 18079, bleu_score: 1.000000
raw_id: 18080, bleu_score: 0.587242
raw_id: 18081, bleu_score: 1.000000
raw_id: 18082, bleu_score: 1.000000
raw_id: 18083, bleu_score: 1.000000
raw_id: 18084, bleu_score: 1.000000
raw_id: 18085, bleu_score: 1.000000
raw_id: 18086, bleu_score: 1.000000
raw_id: 18087, bleu_score: 1.000000
raw_id: 18088, bleu_score: 1.000000
raw_id: 18089, bleu_score: 1.000000
raw_id: 18090, bleu_score: 0.167477
raw_id: 18091, bleu_score: 1.000000
raw_id: 18092, bleu_score: 1.000000
raw_id: 18093, bleu_score: 0.580224
raw_id: 18094, bleu_score: 1.000000
raw_id: 18095, bleu_score: 0.626493
raw_id: 18096, bleu_score: 1.000000
raw_id: 18097, bleu_score: 0.452288
raw_id: 18098, bleu_score: 1.000000
raw_id: 18099, bleu_score: 1.000000
raw_id: 18100, bleu_score: 1.000000
raw_id: 18101, bleu_score: 1.000000
raw_id: 18102, bleu_score: 1.000000
raw_id: 18103, bleu_score: 1.000000
raw_id: 18104, bleu_score: 1.000000
raw_id: 18105, bleu_score: 1.000000
raw_id: 18106, bleu_score: 1.000000
raw_id: 18107, bleu_score: 1.000000
raw_id: 18108, bleu_score: 1.000000
raw_id: 18109, bleu_score: 0.809107
raw_id: 18110, bleu_score: 1.000000
raw_id: 18111, bleu_score: 1.000000
raw_id: 18112, bleu_score: 1.000000
raw_id: 18113, bleu_score: 1.000000
raw_id: 18114, bleu_score: 1.000000
raw_id: 18115, bleu_score: 1.000000
raw_id: 18116, bleu_score: 1.000000
raw_id: 18117, bleu_score: 1.000000
raw_id: 18118, bleu_score: 1.000000
raw_id: 18119, bleu_score: 1.000000
raw_id: 18120, bleu_score: 1.000000
raw_id: 18121, bleu_score: 1.000000
raw_id: 18122, bleu_score: 1.000000
raw_id: 18123, bleu_score: 1.000000
raw_id: 18124, bleu_score: 1.000000
raw_id: 18125, bleu_score: 1.000000
raw_id: 18126, bleu_score: 1.000000
raw_id: 18127, bleu_score: 1.000000
raw_id: 18128, bleu_score: 0.643459
raw_id: 18129, bleu_score: 1.000000
raw_id: 18130, bleu_score: 1.000000
raw_id: 18131, bleu_score: 1.000000
raw_id: 18132, bleu_score: 1.000000
raw_id: 18133, bleu_score: 0.488923
raw_id: 18134, bleu_score: 0.635842
raw_id: 18135, bleu_score: 0.880112
raw_id: 18136, bleu_score: 1.000000
raw_id: 18137, bleu_score: 1.000000
raw_id: 18138, bleu_score: 1.000000
raw_id: 18139, bleu_score: 1.000000
raw_id: 18140, bleu_score: 1.000000
raw_id: 18141, bleu_score: 0.594604
raw_id: 18142, bleu_score: 1.000000
raw_id: 18143, bleu_score: 1.000000
raw_id: 18144, bleu_score: 1.000000
raw_id: 18145, bleu_score: 1.000000
raw_id: 18146, bleu_score: 1.000000
raw_id: 18147, bleu_score: 0.886705
raw_id: 18148, bleu_score: 1.000000
raw_id: 18149, bleu_score: 1.000000
raw_id: 18150, bleu_score: 0.389021
raw_id: 18151, bleu_score: 1.000000
raw_id: 18152, bleu_score: 1.000000
raw_id: 18153, bleu_score: 1.000000
raw_id: 18154, bleu_score: 1.000000
raw_id: 18155, bleu_score: 1.000000
raw_id: 18156, bleu_score: 1.000000
raw_id: 18157, bleu_score: 1.000000
raw_id: 18158, bleu_score: 1.000000
raw_id: 18159, bleu_score: 1.000000
raw_id: 18160, bleu_score: 0.736170
raw_id: 18161, bleu_score: 1.000000
raw_id: 18162, bleu_score: 0.236435
raw_id: 18163, bleu_score: 0.826517
raw_id: 18164, bleu_score: 1.000000
raw_id: 18165, bleu_score: 0.174917
raw_id: 18166, bleu_score: 0.113396
raw_id: 18167, bleu_score: 0.307394
raw_id: 18168, bleu_score: 0.343645
raw_id: 18169, bleu_score: 0.379918
raw_id: 18170, bleu_score: 1.000000
raw_id: 18171, bleu_score: 1.000000
raw_id: 18172, bleu_score: 1.000000
raw_id: 18173, bleu_score: 1.000000
raw_id: 18174, bleu_score: 1.000000
raw_id: 18175, bleu_score: 1.000000
raw_id: 18176, bleu_score: 0.185751
raw_id: 18177, bleu_score: 1.000000
raw_id: 18178, bleu_score: 0.269248
raw_id: 18179, bleu_score: 1.000000
raw_id: 18180, bleu_score: 0.140519
raw_id: 18181, bleu_score: 1.000000
raw_id: 18182, bleu_score: 1.000000
raw_id: 18183, bleu_score: 1.000000
raw_id: 18184, bleu_score: 1.000000
raw_id: 18185, bleu_score: 1.000000
raw_id: 18186, bleu_score: 1.000000
raw_id: 18187, bleu_score: 1.000000
raw_id: 18188, bleu_score: 1.000000
raw_id: 18189, bleu_score: 1.000000
raw_id: 18190, bleu_score: 1.000000
raw_id: 18191, bleu_score: 1.000000
raw_id: 18192, bleu_score: 1.000000
raw_id: 18193, bleu_score: 1.000000
raw_id: 18194, bleu_score: 1.000000
raw_id: 18195, bleu_score: 1.000000
raw_id: 18196, bleu_score: 1.000000
raw_id: 18197, bleu_score: 0.577939
raw_id: 18198, bleu_score: 1.000000
raw_id: 18199, bleu_score: 1.000000
raw_id: 18200, bleu_score: 1.000000
raw_id: 18201, bleu_score: 1.000000
raw_id: 18202, bleu_score: 1.000000
raw_id: 18203, bleu_score: 1.000000
raw_id: 18204, bleu_score: 1.000000
raw_id: 18205, bleu_score: 1.000000
raw_id: 18206, bleu_score: 1.000000
raw_id: 18207, bleu_score: 1.000000
raw_id: 18208, bleu_score: 1.000000
raw_id: 18209, bleu_score: 1.000000
raw_id: 18210, bleu_score: 1.000000
raw_id: 18211, bleu_score: 1.000000
raw_id: 18212, bleu_score: 0.539233
raw_id: 18213, bleu_score: 0.916977
raw_id: 18214, bleu_score: 0.891237
raw_id: 18215, bleu_score: 0.934552
raw_id: 18216, bleu_score: 1.000000
raw_id: 18217, bleu_score: 0.427287
raw_id: 18218, bleu_score: 1.000000
raw_id: 18219, bleu_score: 1.000000
raw_id: 18220, bleu_score: 1.000000
raw_id: 18221, bleu_score: 1.000000
raw_id: 18222, bleu_score: 1.000000
raw_id: 18223, bleu_score: 1.000000
raw_id: 18224, bleu_score: 1.000000
raw_id: 18225, bleu_score: 0.158213
raw_id: 18226, bleu_score: 1.000000
raw_id: 18227, bleu_score: 1.000000
raw_id: 18228, bleu_score: 0.011729
raw_id: 18229, bleu_score: 1.000000
raw_id: 18230, bleu_score: 0.167535
raw_id: 18231, bleu_score: 0.003455
raw_id: 18232, bleu_score: 0.036042
raw_id: 18233, bleu_score: 1.000000
raw_id: 18234, bleu_score: 1.000000
raw_id: 18235, bleu_score: 1.000000
raw_id: 18236, bleu_score: 0.117312
raw_id: 18237, bleu_score: 1.000000
raw_id: 18238, bleu_score: 0.041184
raw_id: 18239, bleu_score: 1.000000
raw_id: 18240, bleu_score: 1.000000
raw_id: 18241, bleu_score: 1.000000
raw_id: 18242, bleu_score: 1.000000
raw_id: 18243, bleu_score: 1.000000
raw_id: 18244, bleu_score: 0.302138
raw_id: 18245, bleu_score: 1.000000
raw_id: 18246, bleu_score: 1.000000
raw_id: 18247, bleu_score: 0.493636
raw_id: 18248, bleu_score: 1.000000
raw_id: 18249, bleu_score: 1.000000
raw_id: 18250, bleu_score: 1.000000
raw_id: 18251, bleu_score: 1.000000
raw_id: 18252, bleu_score: 1.000000
raw_id: 18253, bleu_score: 1.000000
raw_id: 18254, bleu_score: 1.000000
raw_id: 18255, bleu_score: 0.217096
raw_id: 18256, bleu_score: 0.817613
raw_id: 18257, bleu_score: 1.000000
raw_id: 18258, bleu_score: 1.000000
raw_id: 18259, bleu_score: 1.000000
raw_id: 18260, bleu_score: 1.000000
raw_id: 18261, bleu_score: 0.182071
raw_id: 18262, bleu_score: 0.404518
raw_id: 18263, bleu_score: 1.000000
raw_id: 18264, bleu_score: 1.000000
raw_id: 18265, bleu_score: 1.000000
raw_id: 18266, bleu_score: 1.000000
raw_id: 18267, bleu_score: 1.000000
raw_id: 18268, bleu_score: 1.000000
raw_id: 18269, bleu_score: 1.000000
raw_id: 18270, bleu_score: 1.000000
raw_id: 18271, bleu_score: 0.660210
raw_id: 18272, bleu_score: 1.000000
raw_id: 18273, bleu_score: 0.221715
raw_id: 18274, bleu_score: 1.000000
raw_id: 18275, bleu_score: 1.000000
raw_id: 18276, bleu_score: 1.000000
raw_id: 18277, bleu_score: 1.000000
raw_id: 18278, bleu_score: 1.000000
raw_id: 18279, bleu_score: 1.000000
raw_id: 18280, bleu_score: 1.000000
raw_id: 18281, bleu_score: 1.000000
raw_id: 18282, bleu_score: 1.000000
raw_id: 18283, bleu_score: 1.000000
raw_id: 18284, bleu_score: 1.000000
raw_id: 18285, bleu_score: 1.000000
raw_id: 18286, bleu_score: 1.000000
